,F,T,Date,Year,Month,Day,IntervalDays
25786,scaforchio,jpe2000,"Jun 2, 2007",2007,6,2,152
25787,scaforchio,miceagol,"Jun 2, 2007",2007,6,2,152
25788,scaforchio,jmxz,"Jun 2, 2007",2007,6,2,152
25789,scaforchio,jonsmirl,"Jun 19, 2007",2007,6,19,169
25790,scaforchio,rajeevbhatta,"Aug 4, 2007",2007,8,4,215
25791,scaforchio,wyleyr,"Aug 4, 2007",2007,8,4,215
25792,scaforchio,qgonjon,"Aug 4, 2007",2007,8,4,215
25793,scaforchio,warp10,"Sep 8, 2008",2008,9,8,616
25794,scaforchio,nuanda,"Sep 8, 2008",2008,9,8,616
25795,scaforchio,datawolf,"Sep 8, 2008",2008,9,8,616
25796,techjunky,ootleman,"Jul 27, 2007",2007,7,27,207
25797,techjunky,robinjfisher,"Jul 27, 2007",2007,7,27,207
25798,techjunky,winoffice,"Jul 27, 2007",2007,7,27,207
25799,techjunky,jmxz,"Jul 27, 2007",2007,7,27,207
25800,techjunky,benjesuit,"Jul 27, 2007",2007,7,27,207
25801,techjunky,jonsmirl,"Jul 27, 2007",2007,7,27,207
25802,jaylus12,ootleman,"Feb 16, 2008",2008,2,16,411
25803,jaylus12,dhart,"Feb 16, 2008",2008,2,16,411
25804,jaylus12,robinjfisher,"Feb 16, 2008",2008,2,16,411
25805,jaylus12,klaymen,"Feb 16, 2008",2008,2,16,411
25806,jaylus12,tekhawk,"Feb 16, 2008",2008,2,16,411
25807,jaylus12,brodes18,"Dec 28, 2007",2007,12,28,361
25808,jaylus12,Rebel333,"Mar 14, 2012",2012,3,14,1899
25809,thaisi,mwmtjm,"Mar 29, 2007",2007,3,29,87
25810,thaisi,pawprintz,"Mar 29, 2007",2007,3,29,87
25811,thaisi,pchris,"Mar 29, 2007",2007,3,29,87
25812,thaisi,dhart,"Mar 29, 2007",2007,3,29,87
25813,thaisi,gergnz,"Jun 28, 2007",2007,6,28,178
25814,thaisi,envek,"Mar 29, 2007",2007,3,29,87
25815,thaisi,fra9000,"Mar 29, 2007",2007,3,29,87
25816,thaisi,yesmathew,"Mar 29, 2007",2007,3,29,87
25817,thaisi,bsteff,"Mar 29, 2007",2007,3,29,87
25818,thaisi,okfourme,"Mar 29, 2007",2007,3,29,87
25819,thaisi,clj2289,"Mar 29, 2007",2007,3,29,87
25820,thaisi,rakeshinnovation,"Mar 29, 2007",2007,3,29,87
25821,thaisi,bartholo,"Aug 14, 2008",2008,8,14,591
25822,thaisi,ergo,"Jun 28, 2007",2007,6,28,178
25823,thaisi,yesmathew,"Aug 14, 2008",2008,8,14,591
25824,thaisi,jonsmirl,"Jun 28, 2007",2007,6,28,178
25825,thaisi,rajeevbhatta,"Aug 14, 2008",2008,8,14,591
25826,thaisi,jmxz,"Aug 14, 2008",2008,8,14,591
25827,Massis,Rebel333,"May 23, 2010",2010,5,23,1238
25828,Massis,theohai,"May 23, 2010",2010,5,23,1238
25829,Massis,pirast,"May 23, 2010",2010,5,23,1238
25830,Architect,agreer,"Apr 18, 2010",2010,4,18,1203
25831,Architect,dhart,"Apr 18, 2010",2010,4,18,1203
25832,Architect,bobetsue,"Apr 18, 2010",2010,4,18,1203
25833,Architect,rarmasu,"Apr 18, 2010",2010,4,18,1203
25834,Architect,feeneyl,"May 3, 2010",2010,5,3,1218
25835,Architect,jorge,"May 3, 2010",2010,5,3,1218
25836,Architect,booboo12,"Apr 18, 2010",2010,4,18,1203
25837,Architect,cheese3915,"Apr 18, 2010",2010,4,18,1203
25838,Architect,iamnotjamesh,"Apr 18, 2010",2010,4,18,1203
25839,Architect,Swatcher,"Apr 18, 2010",2010,4,18,1203
25840,Architect,AliMohammad,"Apr 18, 2010",2010,4,18,1203
25841,Architect,taku12,"Apr 18, 2010",2010,4,18,1203
25842,Architect,eshaanthakur,"Apr 18, 2010",2010,4,18,1203
25843,Architect,dylanrabbit,"Apr 20, 2010",2010,4,20,1205
25844,Architect,Rebel333,"Apr 27, 2010",2010,4,27,1212
25845,Architect,cmdematos,"Apr 24, 2010",2010,4,24,1209
25846,Architect,D-STAR,"Apr 30, 2010",2010,4,30,1215
25847,Architect,winoffice,"Apr 30, 2010",2010,4,30,1215
25848,Architect,SummerWalk,"May 3, 2010",2010,5,3,1218
25849,ski4404,pchris,"May 1, 2007",2007,5,1,120
25850,ski4404,john_saddington,"May 1, 2007",2007,5,1,120
25851,ski4404,j.bandringa,"May 1, 2007",2007,5,1,120
25852,ski4404,toddsims,"May 1, 2007",2007,5,1,120
25853,ski4404,jakerivers,"May 1, 2007",2007,5,1,120
25854,rpricket,redblood,"Sep 3, 2007",2007,9,3,245
25855,rpricket,klaymen,"Sep 3, 2007",2007,9,3,245
25856,rpricket,reg,"Sep 3, 2007",2007,9,3,245
25857,rpricket,rajeevbhatta,"Sep 2, 2007",2007,9,2,244
25858,rpricket,kvm,"Sep 3, 2007",2007,9,3,245
25859,rpricket,helmecj01,"Sep 2, 2007",2007,9,2,244
25860,rpricket,kalstolyn,"Sep 2, 2007",2007,9,2,244
25861,rpricket,realskript,"Sep 2, 2007",2007,9,2,244
25862,jo2,mwmtjm,"Jun 5, 2007",2007,6,5,155
25863,jo2,ootleman,"Jun 5, 2007",2007,6,5,155
25864,jo2,pchris,"Jun 5, 2007",2007,6,5,155
25865,jo2,gergnz,"Jun 5, 2007",2007,6,5,155
25866,jo2,williamlaw,"Jun 5, 2007",2007,6,5,155
25867,jo2,bobetsue,"Apr 22, 2010",2010,4,22,1207
25868,jo2,guardianxps,"Jun 12, 2007",2007,6,12,162
25869,jo2,klaymen,"Jun 5, 2007",2007,6,5,155
25870,jo2,winoffice,"Jun 5, 2007",2007,6,5,155
25871,jo2,jmxz,"Jun 5, 2007",2007,6,5,155
25872,jo2,swimmerfan1,"Jun 5, 2007",2007,6,5,155
25873,jo2,tri,"Jun 5, 2007",2007,6,5,155
25874,jo2,rajesh_rs,"Jun 5, 2007",2007,6,5,155
25875,jo2,americasarmyrocks,"Jun 5, 2007",2007,6,5,155
25876,jo2,badblood,"Jun 5, 2007",2007,6,5,155
25877,jo2,tri,"Jun 6, 2007",2007,6,6,156
25878,jo2,jhill25570,"Jun 12, 2007",2007,6,12,162
25879,jo2,biehl,"Jun 12, 2007",2007,6,12,162
25880,jo2,reg,"Jun 12, 2007",2007,6,12,162
25881,Sarcon_inc,klaymen,"Mar 26, 2009",2009,3,26,815
25882,Sarcon_inc,reg,"Mar 26, 2009",2009,3,26,815
25883,Sarcon_inc,rr,"Mar 26, 2009",2009,3,26,815
25884,Sarcon_inc,badblood,"Mar 26, 2009",2009,3,26,815
25885,Sarcon_inc,Bogo,"Mar 26, 2009",2009,3,26,815
25886,cyrat22,jervis961,"May 17, 2009",2009,5,17,867
25887,cyrat22,badblood,"May 17, 2009",2009,5,17,867
25888,cyrat22,jsglazer,"May 17, 2009",2009,5,17,867
25889,cyrat22,gamleOpel,"May 17, 2009",2009,5,17,867
25890,chris,ootleman,"Feb 26, 2007",2007,2,26,56
25891,chris,dhart,"Feb 26, 2007",2007,2,26,56
25892,chris,dhart,"Feb 26, 2007",2007,2,26,56
25893,chris,robinjfisher,"Feb 26, 2007",2007,2,26,56
25894,chris,gergnz,"Feb 26, 2007",2007,2,26,56
25895,chris,yesmathew,"Feb 25, 2007",2007,2,25,55
25896,flensr,gchakra,"Mar 10, 2007",2007,3,10,68
25897,flensr,urbanvoyeur,"Mar 10, 2007",2007,3,10,68
25898,flensr,ufobrian,"Mar 10, 2007",2007,3,10,68
25899,flensr,jmxz,"Mar 10, 2007",2007,3,10,68
25900,flensr,howardnyc,"Mar 10, 2007",2007,3,10,68
25901,flensr,dvsman,"Mar 10, 2007",2007,3,10,68
25902,flensr,r1chard,"Mar 10, 2007",2007,3,10,68
25903,flensr,carlosponti,"Mar 10, 2007",2007,3,10,68
25904,flensr,mdpn,"Mar 10, 2007",2007,3,10,68
25905,flensr,compujterguy,"Mar 10, 2007",2007,3,10,68
25906,flensr,bart_simpson,"Mar 10, 2007",2007,3,10,68
25907,flensr,sr45,"Mar 10, 2007",2007,3,10,68
25908,flensr,brainiac,"Mar 10, 2007",2007,3,10,68
25909,flensr,brainiac,"Mar 10, 2007",2007,3,10,68
25910,flensr,jmxz,"Mar 10, 2007",2007,3,10,68
25911,flensr,ddelalio,"Mar 10, 2007",2007,3,10,68
25912,flensr,pcvsmac,"Mar 10, 2007",2007,3,10,68
25913,flensr,echostatic,"Mar 10, 2007",2007,3,10,68
25914,flensr,erikwpotter,"Mar 10, 2007",2007,3,10,68
25915,flensr,aim,"Mar 10, 2007",2007,3,10,68
25916,land-ei,mwmtjm,"Feb 22, 2007",2007,2,22,52
25917,land-ei,terrymain,"Feb 22, 2007",2007,2,22,52
25918,land-ei,logi,"Feb 22, 2007",2007,2,22,52
25919,land-ei,ootleman,"Feb 22, 2007",2007,2,22,52
25920,land-ei,dhart,"Feb 22, 2007",2007,2,22,52
25921,land-ei,pawprintz,"Feb 22, 2007",2007,2,22,52
25922,land-ei,agreer,"Feb 22, 2007",2007,2,22,52
25923,land-ei,dhart,"Feb 22, 2007",2007,2,22,52
25924,land-ei,robinjfisher,"Feb 22, 2007",2007,2,22,52
25925,stevelenihan,mwmtjm,"Oct 1, 2008",2008,10,1,639
25926,stevelenihan,dhart,"Oct 1, 2008",2008,10,1,639
25927,stevelenihan,pchris,"Oct 1, 2008",2008,10,1,639
25928,stevelenihan,chiuchu,"Oct 1, 2008",2008,10,1,639
25929,stevelenihan,gergnz,"Oct 1, 2008",2008,10,1,639
25930,stevelenihan,spm,"Dec 29, 2008",2008,12,29,728
25931,stevelenihan,jervis961,"Dec 29, 2008",2008,12,29,728
25932,stevelenihan,dki,"Oct 1, 2008",2008,10,1,639
25933,stevelenihan,kyliemanders,"Oct 1, 2008",2008,10,1,639
25934,stevelenihan,winoffice,"Oct 1, 2008",2008,10,1,639
25935,stevelenihan,winoffice,"Oct 1, 2008",2008,10,1,639
25936,stevelenihan,mencargo,"Dec 29, 2008",2008,12,29,728
25937,stevelenihan,switters1,"Dec 29, 2008",2008,12,29,728
25938,stevelenihan,badblood,"Dec 29, 2008",2008,12,29,728
25939,stevelenihan,green32,"Dec 29, 2008",2008,12,29,728
25940,stevelenihan,badblood,"Dec 29, 2008",2008,12,29,728
25941,stevelenihan,kennethpt,"Dec 29, 2008",2008,12,29,728
25942,stevelenihan,volcano,"Dec 29, 2008",2008,12,29,728
25943,stevelenihan,wallyhorse,"Dec 29, 2008",2008,12,29,728
25944,stevelenihan,ryan14,"Dec 29, 2008",2008,12,29,728
25945,delvin,labtroll,"Jan 16, 2008",2008,1,16,380
25946,delvin,captainsensible,"Jan 16, 2008",2008,1,16,380
25947,delvin,mike2912,"Jan 16, 2008",2008,1,16,380
25948,delvin,visiocloud,"Jan 16, 2008",2008,1,16,380
25949,delvin,bugfreezer,"Jan 16, 2008",2008,1,16,380
25950,delvin,jmxz,"Jan 16, 2008",2008,1,16,380
25951,delvin,chewd,"Jan 16, 2008",2008,1,16,380
25952,jmcintyre,terrymain,"Feb 23, 2007",2007,2,23,53
25953,jmcintyre,logi,"Feb 23, 2007",2007,2,23,53
25954,jmcintyre,ootleman,"Feb 23, 2007",2007,2,23,53
25955,jmcintyre,gautam,"Feb 23, 2007",2007,2,23,53
25956,brian_drake@dell,drakewolf,"Feb 28, 2007",2007,2,28,58
25957,n4656bravo,pwalker,"Feb 19, 2007",2007,2,19,49
25958,n4656bravo,mwmtjm,"Feb 19, 2007",2007,2,19,49
25959,n4656bravo,terrymain,"Feb 19, 2007",2007,2,19,49
25960,n4656bravo,logi,"Feb 19, 2007",2007,2,19,49
25961,n4656bravo,ootleman,"Feb 19, 2007",2007,2,19,49
25962,n4656bravo,gordonbrown77,"Feb 19, 2007",2007,2,19,49
25963,n4656bravo,dhart,"Feb 19, 2007",2007,2,19,49
25964,n4656bravo,gautam,"Feb 19, 2007",2007,2,19,49
25965,n4656bravo,kman79,"Feb 19, 2007",2007,2,19,49
25966,n4656bravo,evilspell,"Feb 19, 2007",2007,2,19,49
25967,n4656bravo,henrieb,"Feb 19, 2007",2007,2,19,49
25968,n4656bravo,nick_inspironvista,"Feb 19, 2007",2007,2,19,49
25969,n4656bravo,dspector,"Feb 19, 2007",2007,2,19,49
25970,n4656bravo,astudios,"Feb 19, 2007",2007,2,19,49
25971,n4656bravo,howardnyc,"Feb 20, 2007",2007,2,20,50
25972,n4656bravo,dhart,"Feb 19, 2007",2007,2,19,49
25973,n4656bravo,guest_houston,"Feb 19, 2007",2007,2,19,49
25974,n4656bravo,snowbob230,"Feb 19, 2007",2007,2,19,49
25975,n4656bravo,doomlord52,"Feb 19, 2007",2007,2,19,49
25976,royalk2c2,terrymain,"Apr 6, 2007",2007,4,6,95
25977,royalk2c2,logi,"Apr 6, 2007",2007,4,6,95
25978,royalk2c2,ootleman,"Apr 6, 2007",2007,4,6,95
25979,royalk2c2,dhart,"Apr 6, 2007",2007,4,6,95
25980,royalk2c2,javaprog07,"Apr 6, 2007",2007,4,6,95
25981,royalk2c2,dhart,"Apr 6, 2007",2007,4,6,95
25982,royalk2c2,ntaylor0909,"Apr 6, 2007",2007,4,6,95
25983,royalk2c2,robinjfisher,"Apr 6, 2007",2007,4,6,95
25984,royalk2c2,grosguillaume,"Apr 6, 2007",2007,4,6,95
25985,royalk2c2,yesmathew,"Apr 6, 2007",2007,4,6,95
25986,royalk2c2,homer,"Apr 6, 2007",2007,4,6,95
25987,royalk2c2,reg,"Apr 6, 2007",2007,4,6,95
25988,royalk2c2,tablet205,"Apr 6, 2007",2007,4,6,95
25989,wtaylor,mwmtjm,"Feb 20, 2007",2007,2,20,50
25990,wtaylor,logi,"Feb 19, 2007",2007,2,19,49
25991,wtaylor,ootleman,"Feb 20, 2007",2007,2,20,50
25992,wtaylor,dhart,"Feb 19, 2007",2007,2,19,49
25993,wtaylor,pawprintz,"Feb 20, 2007",2007,2,20,50
25994,wtaylor,usapatriot,"Feb 19, 2007",2007,2,19,49
25995,wtaylor,agreer,"Feb 20, 2007",2007,2,20,50
25996,wtaylor,dhart,"Feb 20, 2007",2007,2,20,50
25997,wtaylor,robinjfisher,"Feb 20, 2007",2007,2,20,50
25998,cajungenes,dhart,"Feb 21, 2007",2007,2,21,51
25999,lmail,dhart,"Mar 2, 2007",2007,3,2,60
26000,lmail,agreer,"Mar 2, 2007",2007,3,2,60
26001,dj,logi,"Feb 23, 2007",2007,2,23,53
26002,dj,dhart,"Feb 23, 2007",2007,2,23,53
26003,dj,dhart,"Feb 23, 2007",2007,2,23,53
26004,dj,chiuchu,"Feb 23, 2007",2007,2,23,53
26005,rvw,adrian,"Feb 21, 2007",2007,2,21,51
26006,rvw,ootleman,"Feb 21, 2007",2007,2,21,51
26007,rvw,dhart,"Feb 21, 2007",2007,2,21,51
26008,rvw,agreer,"Feb 21, 2007",2007,2,21,51
26009,rvw,dhart,"Feb 21, 2007",2007,2,21,51
26010,rvw,robinjfisher,"Feb 21, 2007",2007,2,21,51
26011,rvw,chiuchu,"Feb 21, 2007",2007,2,21,51
26012,trubks,ootleman,"Feb 9, 2008",2008,2,9,404
26013,trubks,colep04,"Feb 9, 2008",2008,2,9,404
26014,trubks,thebittersea,"Feb 9, 2008",2008,2,9,404
26015,trubks,dell_admin1,"Feb 9, 2008",2008,2,9,404
26016,trubks,jervis961,"Feb 9, 2008",2008,2,9,404
26017,trubks,badblood,"Feb 9, 2008",2008,2,9,404
26018,trubks,krasmussen,"Feb 18, 2008",2008,2,18,413
26019,perryphilipp,ootleman,"Feb 9, 2008",2008,2,9,404
26020,perryphilipp,evilspell,"Feb 9, 2008",2008,2,9,404
26021,perryphilipp,rarmasu,"Feb 9, 2008",2008,2,9,404
26022,perryphilipp,klaymen,"Feb 9, 2008",2008,2,9,404
26023,perryphilipp,neil_c,"Feb 9, 2008",2008,2,9,404
26024,perryphilipp,jervis961,"Feb 9, 2008",2008,2,9,404
26025,perryphilipp,badblood,"Feb 9, 2008",2008,2,9,404
26026,perryphilipp,realskript,"Feb 9, 2008",2008,2,9,404
26027,perryphilipp,yardsale,"Feb 9, 2008",2008,2,9,404
26028,perryphilipp,dakkona,"Feb 9, 2008",2008,2,9,404
26029,perryphilipp,siger,"Feb 9, 2008",2008,2,9,404
26030,perryphilipp,lugo02,"Feb 9, 2008",2008,2,9,404
26031,perryphilipp,rishitku,"Feb 9, 2008",2008,2,9,404
26032,perryphilipp,trubks,"Feb 10, 2008",2008,2,10,405
26033,gskreddy,rarmasu,"Feb 9, 2008",2008,2,9,404
26034,gskreddy,ergo,"Feb 9, 2008",2008,2,9,404
26035,gskreddy,rajeevbhatta,"Feb 9, 2008",2008,2,9,404
26036,gskreddy,jervis961,"Feb 9, 2008",2008,2,9,404
26037,gskreddy,realskript,"Feb 9, 2008",2008,2,9,404
26038,sybesis,dhart,"Mar 3, 2007",2007,3,3,61
26039,sybesis,agreer,"Mar 3, 2007",2007,3,3,61
26040,sybesis,dhart,"Mar 3, 2007",2007,3,3,61
26041,sybesis,ntaylor0909,"Mar 3, 2007",2007,3,3,61
26042,sybesis,chiuchu,"Mar 3, 2007",2007,3,3,61
26043,sybesis,jthurst,"Mar 11, 2007",2007,3,11,69
26044,sybesis,fra9000,"Mar 11, 2007",2007,3,11,69
26045,sybesis,yesmathew,"Mar 3, 2007",2007,3,3,61
26046,sybesis,jemfisher,"Mar 12, 2007",2007,3,12,70
26047,sybesis,moseby,"Mar 11, 2007",2007,3,11,69
26048,sybesis,s3indiana,"Mar 11, 2007",2007,3,11,69
26049,sybesis,rvw,"Mar 3, 2007",2007,3,3,61
26050,sybesis,jontheisguy,"Mar 11, 2007",2007,3,11,69
26051,sybesis,ekerim,"Mar 3, 2007",2007,3,3,61
26052,sybesis,rapahanock,"Mar 12, 2007",2007,3,12,70
26053,nagxxi,shrewduser,"Mar 2, 2007",2007,3,2,60
26054,nagxxi,fra9000,"Mar 2, 2007",2007,3,2,60
26055,nagxxi,yesmathew,"Mar 2, 2007",2007,3,2,60
26056,nagxxi,chrisrose.chrisrose,"Mar 2, 2007",2007,3,2,60
26057,nagxxi,s3indiana,"Mar 2, 2007",2007,3,2,60
26058,nagxxi,rudy,"Mar 2, 2007",2007,3,2,60
26059,nagxxi,godji,"Mar 2, 2007",2007,3,2,60
26060,nagxxi,jfelisky,"Mar 2, 2007",2007,3,2,60
26061,nagxxi,davidarobison,"Mar 2, 2007",2007,3,2,60
26062,nagxxi,jtoegel,"Mar 2, 2007",2007,3,2,60
26063,nagxxi,vrajkumar09,"Mar 2, 2007",2007,3,2,60
26064,nagxxi,johnw,"Mar 2, 2007",2007,3,2,60
26065,nagxxi,rgroses,"Mar 2, 2007",2007,3,2,60
26066,nagxxi,dominiquebertrand,"Mar 2, 2007",2007,3,2,60
26067,nagxxi,sunnz,"Mar 2, 2007",2007,3,2,60
26068,nagxxi,jyoungxxxx,"Mar 2, 2007",2007,3,2,60
26069,nagxxi,crimlawfed,"Mar 2, 2007",2007,3,2,60
26070,nagxxi,rmcvanleeuwen,"Mar 2, 2007",2007,3,2,60
26071,nagxxi,phubert,"Mar 2, 2007",2007,3,2,60
26072,pascalfares,dhart,"Mar 4, 2007",2007,3,4,62
26073,pascalfares,dhart,"Mar 4, 2007",2007,3,4,62
26074,pascalfares,robinjfisher,"Mar 4, 2007",2007,3,4,62
26075,nicole112707,falbert,"Jul 3, 2008",2008,7,3,549
26076,nicole112707,ninjagecko,"Jul 3, 2008",2008,7,3,549
26077,rrobe,gergnz,"Aug 30, 2008",2008,8,30,607
26078,rrobe,3dvirus,"Jan 25, 2008",2008,1,25,389
26079,rrobe,kyliemanders,"Jan 25, 2008",2008,1,25,389
26080,rrobe,codemonkeyx,"Jan 25, 2008",2008,1,25,389
26081,rrobe,andrewc231,"Aug 15, 2008",2008,8,15,592
26082,rrobe,falbert,"Jul 20, 2008",2008,7,20,566
26083,rrobe,jervis961,"Jul 20, 2008",2008,7,20,566
26084,rrobe,helmecj01,"Jul 20, 2008",2008,7,20,566
26085,rrobe,hkt,"Jul 31, 2008",2008,7,31,577
26086,rrobe,programatix,"Jul 20, 2008",2008,7,20,566
26087,rrobe,professa,"Jul 20, 2008",2008,7,20,566
26088,rrobe,pwl2706,"Jul 20, 2008",2008,7,20,566
26089,rrobe,badblood,"Jul 20, 2008",2008,7,20,566
26090,rrobe,thebittersea,"Aug 30, 2008",2008,8,30,607
26091,rrobe,bjrosen,"Aug 30, 2008",2008,8,30,607
26092,rrobe,winoffice,"Aug 30, 2008",2008,8,30,607
26093,rrobe,brokencrystal,"Aug 30, 2008",2008,8,30,607
26094,rrobe,gjc,"Aug 30, 2008",2008,8,30,607
26095,rrobe,datawolf,"Aug 30, 2008",2008,8,30,607
26096,techincc,class2008,"Jul 4, 2008",2008,7,4,550
26097,techincc,smadavid,"Jul 4, 2008",2008,7,4,550
26098,techincc,tonyb2006,"Jul 3, 2008",2008,7,3,549
26099,techincc,doxigrafix,"Jul 8, 2008",2008,7,8,554
26100,techincc,helmecj01,"Jul 4, 2008",2008,7,4,550
26101,techincc,jefisher,"Jul 4, 2008",2008,7,4,550
26102,techincc,fahdriyami,"Jul 20, 2008",2008,7,20,566
26103,techincc,croftki,"Jul 10, 2008",2008,7,10,556
26104,techincc,winoffice,"Jul 4, 2008",2008,7,4,550
26105,techincc,stewie,"Jul 4, 2008",2008,7,4,550
26106,techincc,goldschool,"Jul 8, 2008",2008,7,8,554
26107,techincc,helmecj01,"Jul 20, 2008",2008,7,20,566
26108,techincc,jmxz,"Jul 10, 2008",2008,7,10,556
26109,techincc,derricktwo,"Jul 3, 2008",2008,7,3,549
26110,techincc,jervis961,"Jul 10, 2008",2008,7,10,556
26111,techincc,gamer128,"Jul 20, 2008",2008,7,20,566
26112,techincc,claudio_ch,"Jul 10, 2008",2008,7,10,556
26113,techincc,pwl2706,"Jul 25, 2008",2008,7,25,571
26114,techincc,kyliemanders,"Sep 13, 2008",2008,9,13,621
26115,ethereal1,tgreenc,"Jul 7, 2008",2008,7,7,553
26116,ideasfordell,gergnz,"Oct 1, 2008",2008,10,1,639
26117,ideasfordell,dki,"Nov 7, 2008",2008,11,7,676
26118,ideasfordell,jlp2cool,"Nov 7, 2008",2008,11,7,676
26119,ideasfordell,ubon,"Oct 1, 2008",2008,10,1,639
26120,ideasfordell,jervis961,"Nov 7, 2008",2008,11,7,676
26121,jstsel,jorge,"Aug 12, 2008",2008,8,12,589
26122,jstsel,thomasp94,"Aug 9, 2008",2008,8,9,586
26123,jstsel,curvedinfinity,"Aug 12, 2008",2008,8,12,589
26124,jstsel,ajmukon,"Aug 4, 2008",2008,8,4,581
26125,jstsel,bundy88,"Aug 9, 2008",2008,8,9,586
26126,jstsel,darkproteus66,"Aug 9, 2008",2008,8,9,586
26127,jstsel,darkness_flame,"Aug 4, 2008",2008,8,4,581
26128,jstsel,helmecj01,"Aug 9, 2008",2008,8,9,586
26129,jstsel,dmcconnell124,"Aug 12, 2008",2008,8,12,589
26130,jstsel,dweb,"Aug 9, 2008",2008,8,9,586
26131,jstsel,jhill25570,"Aug 9, 2008",2008,8,9,586
26132,jstsel,helmecj01,"Aug 9, 2008",2008,8,9,586
26133,jstsel,hayb,"Aug 9, 2008",2008,8,9,586
26134,jstsel,phubert,"Aug 12, 2008",2008,8,12,589
26135,jstsel,kenduane,"Aug 12, 2008",2008,8,12,589
26136,jstsel,jcm337,"Aug 12, 2008",2008,8,12,589
26137,jstsel,lola9,"Aug 12, 2008",2008,8,12,589
26138,jstsel,winoffice,"Nov 12, 2010",2010,11,12,1411
26139,jstsel,alphadec,"Nov 12, 2010",2010,11,12,1411
26140,sparky81884,jervis961,"May 9, 2007",2007,5,9,128
26141,sparky81884,davew,"Jul 3, 2007",2007,7,3,183
26142,sparky81884,cliffordp,"Jul 3, 2007",2007,7,3,183
26143,sparky81884,zmaz,"May 9, 2007",2007,5,9,128
26144,sparky81884,bradyq,"May 9, 2007",2007,5,9,128
26145,sparky81884,reg,"Jul 3, 2007",2007,7,3,183
26146,sparky81884,hotuan87,"Jul 3, 2007",2007,7,3,183
26147,sparky81884,guidedstar,"Jul 3, 2007",2007,7,3,183
26148,sparky81884,joeevil5000,"Jul 3, 2007",2007,7,3,183
26149,sparky81884,winoffice,"Jul 3, 2007",2007,7,3,183
26150,sparky81884,benjesuit,"Jul 3, 2007",2007,7,3,183
26151,sparky81884,jonsmirl,"Jul 3, 2007",2007,7,3,183
26152,sparky81884,moreideaz,"Jul 3, 2007",2007,7,3,183
26153,sparky81884,hiten,"Jul 3, 2007",2007,7,3,183
26154,sparky81884,broxx,"Jul 3, 2007",2007,7,3,183
26155,sparky81884,clocks,"Jul 3, 2007",2007,7,3,183
26156,sparky81884,jorge,"Jul 3, 2007",2007,7,3,183
26157,sparky81884,clocks,"Jul 3, 2007",2007,7,3,183
26158,sparky81884,virtuoso,"Jul 3, 2007",2007,7,3,183
26159,sparky81884,jervis961,"Jul 3, 2007",2007,7,3,183
26160,rajivpandya,googideas,"Apr 13, 2007",2007,4,13,102
26161,rajivpandya,arclight,"Apr 13, 2007",2007,4,13,102
26162,rajivpandya,symlah,"Apr 23, 2007",2007,4,23,112
26163,paritosh_bharati@dell,cnmopt,"Apr 16, 2007",2007,4,16,105
26164,paritosh_bharati@dell,hdrews,"Apr 16, 2007",2007,4,16,105
26165,paritosh_bharati@dell,tablet205,"Apr 16, 2007",2007,4,16,105
26166,paritosh_bharati@dell,kmashraf,"Apr 16, 2007",2007,4,16,105
26167,paritosh_bharati@dell,parucoool,"Apr 16, 2007",2007,4,16,105
26168,sentinel,ootleman,"Feb 26, 2007",2007,2,26,56
26169,sentinel,ootleman,"Feb 26, 2007",2007,2,26,56
26170,sentinel,baylor921,"Feb 26, 2007",2007,2,26,56
26171,sentinel,jervis961,"Feb 26, 2007",2007,2,26,56
26172,sentinel,oldsalerogls,"Feb 26, 2007",2007,2,26,56
26173,sentinel,googideas,"Feb 26, 2007",2007,2,26,56
26174,sentinel,pchris,"Feb 26, 2007",2007,2,26,56
26175,sentinel,socunasindria,"Feb 26, 2007",2007,2,26,56
26176,sentinel,gergnz,"Jul 27, 2007",2007,7,27,207
26177,sentinel,shrewduser,"Feb 26, 2007",2007,2,26,56
26178,sentinel,stevefraser,"Feb 26, 2007",2007,2,26,56
26179,sentinel,bastos,"Feb 26, 2007",2007,2,26,56
26180,sentinel,oposit,"Feb 26, 2007",2007,2,26,56
26181,sentinel,josmar52789,"Jul 27, 2007",2007,7,27,207
26182,sentinel,jmxz,"Jul 27, 2007",2007,7,27,207
26183,sentinel,thebittersea,"Jul 27, 2007",2007,7,27,207
26184,sentinel,rajeevbhatta,"Jul 27, 2007",2007,7,27,207
26185,sentinel,markvs624,"Jul 27, 2007",2007,7,27,207
26186,sentinel,audiofree,"Jul 27, 2007",2007,7,27,207
26187,alfberga,terrymain,"Feb 28, 2007",2007,2,28,58
26188,alfberga,logi,"Feb 22, 2007",2007,2,22,52
26189,alfberga,ootleman,"Feb 28, 2007",2007,2,28,58
26190,alfberga,dhart,"Feb 19, 2007",2007,2,19,49
26191,alfberga,gautam,"Feb 22, 2007",2007,2,22,52
26192,alfberga,googideas,"Feb 28, 2007",2007,2,28,58
26193,alfberga,amri64,"Feb 22, 2007",2007,2,22,52
26194,alfberga,chungng,"Feb 22, 2007",2007,2,22,52
26195,alfberga,pchris,"Feb 28, 2007",2007,2,28,58
26196,alfberga,marph,"Feb 22, 2007",2007,2,22,52
26197,alfberga,mrdisco,"Feb 22, 2007",2007,2,22,52
26198,alfberga,robzane,"Feb 22, 2007",2007,2,22,52
26199,wmfoster,gordonbrown77,"Apr 9, 2007",2007,4,9,98
